,transfus_yes,trans_loss,Accrete,AdmBishop,Admcervpos,Admconsistency,Admcontract,AdmDBP,Admefface,Admpresent,AdmSBP,Analgesia,Augment,BESTGA,breech,breech9,chorio,chorio9,CS_Breech,CS_Chorio,CS_Emerg,CS_Fforceps,CS_Finduct,CS_FTP,CS_FVBAC,CS_NRFHT,CS_Other,CS_Shoulder,Dehiscence,Delfetalpos,Delmode,Dilat_lst,eclamp,Episiotomy,FSE,GAmethod,HosEpiNurse,HosEpitype,Hyp_any,Hyp_calc,Hyp_clon,Hyp_hydr,Hyp_othr,Ind_Unkn,Induction,Inoxy_incrdose,intra_abruptio,intra_previa,Intrachorio,Intrafetdistress,Intrafever,IntraMgSO,Intratocolytix,IUPC,Lac_Cerv,Lac_Majoth,Lac_Majperi,Lac_Min,Lac_None,Lac_Other,M_pre,Malpresentation9,Meconium,Momseizure,MthInd_AROM,MthInd_Oxy,Operative,Presentdel,Prolapse,ROM,ROMmeth,SE_pre,Shoulder,spontlabor,TrialLabor,Urupture,vertex,Activeherpes,Admreason,Alcohol,Anteabruption,Anteanemia,Anteasthma,Antebleed3,AnteCHBP,Antechorio,Antefetaldth,Antefetdistress,AnteGBS,AnteGDM,Antehospital,AnteLGA,Anteprevia,AnteSGA,AnteSTD,Antesteroid,Antethrombo,Antethyroid,AnteUTI,ART,Cerclage,ChronicHBP,CPD,CS_Elect,CS_Fetanom,CS_Fetmac,CS_HIV,CS_HTNdis,CS_HxShoulder,CS_Mult,CS_UScar,depression_comb,Diabetes,DMControl,Druguse,Eclampsia,ECV,Education,gest_diab,gest_htn,GestHBP,GI_disease_comb,gi_disease9,Heart_disease_comb,high_Gravidity,high_height,HIV,HospElectCS,HospElectInd,Hostype,Hxanemia,Hxasthma,Hxcsection,Hxdepression,HxGIdis,Hxheartdis,Hxmacrosomia,HxnumCS,Hxpreterm,Hxrenaldis,Hxseizure,HxSTD,Hxstillbirth,Hxthyroid,Hyp_ace,Hyp_alpha,Hyp_beta,Hyp_meth,hypertyro,iatro_hypo,ImposedPE,Incompetence,Ind_anomaly,Ind_Chorio,Ind_elect,Ind_FComp,Ind_Fmacro,Ind_HTN,Ind_Hxfetal,Ind_HxMat,Ind_Mcond,Ind_Postdate,Ind_Still,Ind_Vbleed,Insurance,iufd9,Marital,momrace_new,MthInd_Mec,MthInd_Miso,MthInd_PGE2,no_TD,Oligo,other_TD,Parity,Polyhydramnios,PostHBP,pre_diab,pre_PROM,Preeclampsia,prelaborCD,prim_hypo,renal_disease_comb,renal_disease9,Rhincompat,Smoke,TD_nos,ThreatenedPB,threatpb9,UnspecHBP,uscar,version9,new_age,new_BMI,new_high_Age,new_high_BMI,Sitenum
Intrachorio,0.007269,0.018277,0.000000,0.040113,0.059830,0.062756,0.073195,0.054541,0.010119,0.054987,0.057824,0.095426,0.057286,0.148867,0.004963,0.001927,0.924942,0.492132,0.001467,0.197315,0.001887,0.000000,0.012948,0.115957,0.000000,0.016692,0.000000,0.000000,0.004795,0.074722,0.099638,0.058501,0.000000,0.035692,0.064047,0.077751,0.046507,0.000000,0.009562,0.002470,0.000000,0.000000,0.003250,0.072339,0.052546,0.085617,0.028239,0.000000,0.999873,0.052547,0.363956,0.021343,0.096662,0.129647,0.000000,0.007680,0.010698,0.003655,0.007550,0.001533,0.000000,0.045532,0.020931,0.000000,0.020276,0.066532,0.018635,0.048966,0.007325,0.075562,0.085956,0.006793,0.000000,0.030150,0.032441,0.000000,0.025560,0.001140,0.114345,0.003852,0.002262,0.006722,0.002014,0.019032,0.004416,0.276145,0.006776,0.000000,0.000000,0.008215,0.047045,0.003586,0.003205,0.000000,0.026231,0.084410,0.011880,0.003858,0.011030,0.000000,0.026491,0.008183,0.031234,0.022089,0.005674,0.007995,0.004489,0.009088,0.000000,0.005063,0.040451,0.015093,0.000217,0.065311,0.022596,0.000000,0.000536,0.025939,0.004616,0.003350,0.006672,0.000000,0.000000,0.000000,0.069234,0.019461,0.000000,0.061708,0.061312,0.097257,0.017858,0.009485,0.029161,0.015744,0.000000,0.003887,0.007971,0.045671,0.012600,0.002274,0.001704,0.025940,0.021038,0.003293,0.000000,0.004583,0.008024,0.000000,0.000000,0.000000,0.005516,0.032669,0.000000,0.066275,0.025285,0.012656,0.004815,0.000000,0.000000,0.000000,0.000000,0.012697,0.005368,0.000000,0.078661,0.003485,0.012394,0.050325,0.000000,0.018117,0.007119,0.001829,0.007257,0.000000,0.099040,0.000000,0.009262,0.007510,0.065129,0.006879,0.031391,0.000000,0.002730,0.000000,0.002557,0.004902,0.001634,0.024901,0.004614,0.005775,0.030488,0.000000,0.017898,0.042134,0.012387,0.012543,0.204745
Intrafetdistress,0.014793,0.048697,0.002162,0.062063,0.036656,0.044924,0.110247,0.041436,0.083690,0.062594,0.053671,0.117744,0.046512,0.149563,0.005566,0.000000,0.057694,0.051510,0.023291,0.008816,0.017803,0.001811,0.000000,0.005640,0.000320,0.697344,0.018185,0.000000,0.006238,0.093011,0.332609,0.110145,0.011750,0.065490,0.117282,0.100591,0.076881,0.069230,0.026712,0.015066,0.000000,0.011352,0.000000,0.025075,0.068889,0.075812,0.094781,0.002143,0.052547,0.999948,0.081106,0.050462,0.185984,0.105626,0.005566,0.027695,0.016683,0.112628,0.069793,0.007349,0.004441,0.019619,0.073198,0.012712,0.000000,0.016716,0.020949,0.013572,0.042870,0.006471,0.039427,0.032929,0.013351,0.054809,0.018196,0.029995,0.010393,0.000000,0.114532,0.011591,0.059288,0.020063,0.018010,0.007700,0.042805,0.031016,0.003646,0.543025,0.000000,0.000870,0.017653,0.008806,0.003533,0.057316,0.020464,0.058547,0.014299,0.000000,0.019241,0.002671,0.012100,0.052424,0.008915,0.018072,0.005104,0.016202,0.010382,0.000000,0.000000,0.010131,0.058984,0.002772,0.033580,0.020590,0.040568,0.014989,0.000000,0.027068,0.005988,0.010339,0.022492,0.011258,0.000000,0.014161,0.060986,0.018019,0.002824,0.039127,0.067713,0.067659,0.012284,0.017472,0.023145,0.002934,0.011092,0.011610,0.009089,0.043190,0.003878,0.012024,0.005095,0.033534,0.016252,0.005277,0.000000,0.001559,0.016728,0.011085,0.000000,0.000000,0.033361,0.015067,0.003646,0.012655,0.027562,0.070131,0.000000,0.029100,0.000000,0.003112,0.030170,0.035942,0.000000,0.007838,0.073550,0.002472,0.063626,0.111746,0.009522,0.040336,0.016719,0.003398,0.051785,0.001872,0.088238,0.000713,0.029332,0.033932,0.000000,0.008905,0.008840,0.000877,0.012917,0.011642,0.008840,0.004396,0.002614,0.022080,0.002681,0.010806,0.023946,0.002158,0.036762,0.042854,0.028679,0.028354,0.170735
Intrafever,0.012890,0.044763,0.011275,0.043713,0.063155,0.065930,0.103801,0.048198,0.072965,0.092982,0.054773,0.161039,0.090922,0.123587,0.004989,0.011375,0.396025,0.349153,0.009566,0.123604,0.000000,0.022998,0.004008,0.124307,0.000000,0.051942,0.000000,0.000000,0.001362,0.071311,0.114462,0.081486,0.000000,0.129527,0.037995,0.110664,0.072023,0.022410,0.012420,0.018348,0.000000,0.004474,0.000000,0.066150,0.088887,0.133305,0.002261,0.000000,0.363956,0.081106,0.999945,0.023969,0.115698,0.107753,0.002172,0.017505,0.017478,0.014776,0.025341,0.001433,0.011643,0.053841,0.044639,0.007860,0.038551,0.011898,0.018935,0.051231,0.000000,0.025967,0.074211,0.005704,0.007766,0.007773,0.039542,0.002056,0.044130,0.007608,0.128037,0.000000,0.000000,0.045144,0.002912,0.008530,0.007149,0.243274,0.020855,0.071401,0.009282,0.007813,0.003647,0.000000,0.000000,0.007299,0.004172,0.003253,0.021966,0.007345,0.004197,0.004320,0.000223,0.001435,0.025324,0.031052,0.009574,0.004001,0.000000,0.009387,0.000000,0.006201,0.044014,0.016000,0.003949,0.114004,0.012948,0.000000,0.006398,0.029077,0.005350,0.000225,0.012198,0.001388,0.003934,0.006800,0.097170,0.033758,0.000000,0.079568,0.119447,0.038854,0.062172,0.006205,0.029066,0.015912,0.000000,0.004490,0.018330,0.062737,0.023890,0.007894,0.000000,0.004196,0.001348,0.012781,0.000000,0.001775,0.003894,0.002311,0.000000,0.004040,0.001580,0.007672,0.001447,0.033737,0.043170,0.004325,0.000000,0.010903,0.005763,0.000000,0.009418,0.025714,0.019686,0.000000,0.029454,0.019005,0.070727,0.080225,0.001390,0.010443,0.007518,0.011018,0.016900,0.002344,0.140160,0.003962,0.020821,0.000000,0.027751,0.015307,0.047828,0.006265,0.007487,0.002056,0.008065,0.028249,0.008213,0.009690,0.000000,0.018184,0.031672,0.001711,0.059628,0.030142,0.048763,0.011774,0.188305
IntraMgSO,0.040000,0.051330,0.011523,0.068293,0.030151,0.058043,0.117382,0.314177,0.084904,0.049450,0.324842,0.093968,0.031758,0.356449,0.044827,0.037156,0.026253,0.013887,0.025028,0.009916,0.006141,0.000000,0.030772,0.018248,0.000000,0.050013,0.012710,0.000000,0.001285,0.048934,0.089367,0.115205,0.079653,0.033417,0.028437,0.016075,0.020365,0.000000,0.349420,0.151480,0.008420,0.172936,0.016565,0.014174,0.044768,0.116402,0.073002,0.018407,0.021343,0.050462,0.023969,0.999926,0.422433,0.027636,0.003139,0.005816,0.008519,0.027716,0.006444,0.001599,0.270653,0.009257,0.019321,0.062263,0.008031,0.038294,0.016615,0.053641,0.009281,0.000000,0.051204,0.171190,0.007424,0.043725,0.032178,0.004367,0.046078,0.000000,0.167671,0.008314,0.050048,0.023726,0.020348,0.029862,0.153704,0.011903,0.009891,0.035592,0.017882,0.008293,0.011871,0.006402,0.019479,0.041236,0.012723,0.187621,0.038422,0.005983,0.011474,0.004983,0.008282,0.117480,0.000000,0.005243,0.007645,0.009606,0.000000,0.242120,0.000000,0.003256,0.020529,0.007101,0.057601,0.038968,0.029636,0.064220,0.004907,0.041622,0.017841,0.059033,0.174291,0.000000,0.003182,0.011935,0.047762,0.016333,0.001831,0.021758,0.052784,0.042038,0.036243,0.023179,0.005699,0.008139,0.000000,0.000000,0.004492,0.041968,0.048200,0.024787,0.011785,0.020811,0.011195,0.003532,0.023845,0.002803,0.273609,0.056014,0.010675,0.000000,0.150247,0.016418,0.002839,0.006444,0.052648,0.016714,0.004714,0.280183,0.005315,0.000000,0.027959,0.031171,0.000000,0.000000,0.039040,0.006179,0.056760,0.076062,0.013564,0.005954,0.003444,0.006168,0.008798,0.000000,0.065030,0.000675,0.272068,0.054324,0.006590,0.407997,0.000811,0.003689,0.025917,0.023491,0.007160,0.000000,0.000000,0.106920,0.013178,0.135013,0.006795,0.000000,0.050541,0.058779,0.040550,0.031478,0.126562
Intratocolytix,0.169665,0.068709,0.013213,0.188815,0.184912,0.188584,0.264855,0.139352,0.104881,0.147680,0.147479,0.257841,0.171787,0.316427,0.033164,0.037801,0.099299,0.041360,0.021010,0.034337,0.048033,0.016089,0.043737,0.051675,0.011419,0.154525,0.073965,0.004533,0.014562,0.193274,0.077091,0.064884,0.030633,0.169236,0.126481,0.227917,0.235811,0.245626,0.386935,0.687999,0.002259,0.059484,0.000732,0.241942,0.126704,0.463740,0.051554,0.022592,0.096662,0.185984,0.115698,0.422433,1.000000,0.083598,0.034215,0.076856,0.052775,0.114986,0.292832,0.037236,0.130514,0.043330,0.087359,0.025282,0.394480,0.242484,0.058078,0.071212,0.025133,0.101383,0.208751,0.081952,0.022496,0.112630,0.048338,0.015579,0.276357,0.050631,0.195105,0.044071,0.044626,0.130342,0.126840,0.034146,0.142745,0.058441,0.024534,0.144255,0.042162,0.067665,0.100467,0.061192,0.020486,0.021047,0.094203,0.126644,0.085542,0.117052,0.055865,0.019175,0.020827,0.119658,0.028055,0.173730,0.051246,0.053913,0.033261,0.088012,0.006258,0.036771,0.045716,0.012553,0.081223,0.349341,0.102471,0.032376,0.052342,0.329428,0.030356,0.050389,0.082513,0.052596,0.005495,0.021543,0.030580,0.067339,0.029873,0.547949,0.285281,0.495965,0.177469,0.041028,0.020517,0.010033,0.055256,0.034367,0.025768,0.093036,0.060598,0.082916,0.024309,0.095198,0.097979,0.050915,0.006302,0.000000,0.197272,0.055682,0.017943,0.011329,0.093323,0.034341,0.021243,0.023600,0.276190,0.050481,0.019275,0.120250,0.018448,0.019209,0.067142,0.036709,0.026856,0.013228,0.161500,0.015378,0.166859,0.182024,0.179206,0.107252,0.055269,0.051157,0.034281,0.007428,0.038152,0.023728,0.125360,0.054169,0.123411,0.264458,0.150327,0.018392,0.081107,0.010316,0.035516,0.034260,0.058012,0.106847,0.068474,0.088939,0.027934,0.031182,0.055767,0.081598,0.060945,0.039185,0.508861
IUPC,0.019483,0.020950,0.006567,0.121223,0.044465,0.044782,0.210421,0.060105,0.183624,0.063582,0.071317,0.247437,0.184186,0.145239,0.073824,0.072000,0.124465,0.107144,0.063821,0.013654,0.005885,0.004196,0.019469,0.213338,0.001771,0.073421,0.050837,0.000000,0.000000,0.149091,0.181987,0.163671,0.006022,0.123241,0.461288,0.210952,0.016530,0.012740,0.009655,0.016263,0.000000,0.002174,0.000000,0.149137,0.230463,0.107291,0.000000,0.024051,0.129647,0.105626,0.107753,0.027636,0.083598,0.999981,0.002109,0.011881,0.007758,0.031001,0.011535,0.020381,0.037822,0.047058,0.074819,0.005025,0.096272,0.176477,0.080047,0.149174,0.000000,0.020284,0.175341,0.017534,0.016428,0.117163,0.182112,0.000000,0.148731,0.006182,0.270572,0.008266,0.000000,0.001814,0.006418,0.003919,0.012796,0.034924,0.020373,0.031845,0.031400,0.005992,0.044611,0.016854,0.023394,0.011899,0.032505,0.000000,0.005749,0.000000,0.048075,0.013857,0.004902,0.044272,0.031913,0.059607,0.014080,0.028747,0.019845,0.020520,0.004871,0.022068,0.132014,0.008522,0.005511,0.012604,0.017455,0.003085,0.000000,0.193518,0.000000,0.032316,0.047585,0.028436,0.004448,0.005240,0.132824,0.019223,0.017244,0.138153,0.097121,0.129160,0.030818,0.009538,0.102493,0.014057,0.030740,0.001549,0.016937,0.170228,0.043668,0.000000,0.004377,0.039881,0.000504,0.004510,0.000000,0.000000,0.000000,0.002159,0.003780,0.003823,0.037707,0.000000,0.011086,0.005101,0.027534,0.076298,0.019214,0.090713,0.010409,0.000000,0.048916,0.087022,0.006148,0.004981,0.133831,0.020277,0.049435,0.065533,0.037029,0.135788,0.051965,0.004256,0.027464,0.003325,0.166750,0.003519,0.016069,0.009934,0.004343,0.030571,0.161172,0.007020,0.000000,0.000000,0.000000,0.000000,0.003985,0.005497,0.006016,0.027945,0.107266,0.008904,0.080740,0.134713,0.046815,0.043724,0.263558
Lac_Cerv,0.003926,0.007212,0.000000,0.010705,0.020925,0.020859,0.031349,0.040521,0.022006,0.027729,0.000000,0.076847,0.037305,0.073720,0.006627,0.006888,0.000000,0.000000,0.007113,0.002069,0.000000,0.000000,0.000670,0.009118,0.001588,0.009307,0.007268,0.004416,0.007317,0.033509,0.029447,0.009723,0.000000,0.035799,0.015302,0.021424,0.022651,0.031245,0.000000,0.000000,0.006009,0.000000,0.011381,0.001279,0.016450,0.089218,0.001559,0.000000,0.000000,0.005566,0.002172,0.003139,0.034215,0.002109,0.999158,0.151782,0.005671,0.023511,0.063630,0.000000,0.000000,0.000000,0.010304,0.000000,0.000000,0.020110,0.026797,0.018420,0.001464,0.003171,0.021463,0.000000,0.001877,0.002206,0.022211,0.000000,0.016524,0.002470,0.023659,0.000000,0.000000,0.001269,0.008621,0.002094,0.000628,0.000000,0.004806,0.003217,0.002887,0.004897,0.000000,0.000000,0.000000,0.000000,0.009747,0.002299,0.000000,0.000000,0.000906,0.000000,0.030246,0.000000,0.000000,0.009566,0.000000,0.003138,0.000000,0.002348,0.001820,0.000000,0.016823,0.001021,0.003126,0.025622,0.000000,0.000000,0.000000,0.009148,0.003605,0.004436,0.003845,0.000000,0.000000,0.001941,0.016402,0.000000,0.000000,0.057821,0.019668,0.036425,0.002400,0.003242,0.015682,0.001309,0.000000,0.004204,0.003072,0.023811,0.000000,0.010580,0.000000,0.009733,0.000000,0.000000,0.003972,0.014129,0.000000,0.000000,0.000000,0.000000,0.000000,0.019546,0.000591,0.000000,0.011906,0.001126,0.002969,0.007075,0.000000,0.000000,0.000000,0.001517,0.002470,0.005872,0.022446,0.000000,0.008499,0.020220,0.000000,0.001047,0.000000,0.000000,0.000000,0.000000,0.014472,0.000000,0.000000,0.000000,0.002708,0.004722,0.019236,0.000000,0.010262,0.000000,0.006663,0.003072,0.002108,0.000965,0.000000,0.000000,0.015633,0.000000,0.019183,0.000000,0.013176,0.000000,0.090277
Lac_Majoth,0.011573,0.023195,0.000000,0.024496,0.086410,0.086631,0.125672,0.043329,0.079757,0.079391,0.048682,0.101944,0.047136,0.049126,0.033629,0.028864,0.008480,0.009128,0.030514,0.006484,0.004265,0.009117,0.009105,0.043678,0.000000,0.037358,0.027744,0.000000,0.000000,0.038418,0.109887,0.053766,0.000000,0.085629,0.004634,0.071469,0.018958,0.041717,0.001663,0.003008,0.000000,0.000000,0.002480,0.000000,0.036279,0.080980,0.013760,0.011380,0.007680,0.027695,0.017505,0.005816,0.076856,0.011881,0.151782,0.999900,0.001657,0.090217,0.189851,0.005116,0.006091,0.010575,0.018978,0.000000,0.030872,0.026303,0.051211,0.035921,0.003651,0.006388,0.050674,0.009984,0.003766,0.047691,0.072302,0.000000,0.058714,0.000000,0.056422,0.000000,0.011074,0.002106,0.000000,0.002481,0.011096,0.004030,0.007962,0.006002,0.013146,0.010970,0.035832,0.008759,0.010813,0.001611,0.003619,0.022804,0.001410,0.005271,0.013670,0.000000,0.002654,0.017816,0.005162,0.032910,0.009568,0.013010,0.007249,0.014375,0.000000,0.007754,0.052948,0.000000,0.010602,0.074859,0.002809,0.002277,0.007379,0.077301,0.009934,0.000000,0.006248,0.007774,0.000000,0.006049,0.080804,0.000000,0.007232,0.049579,0.078742,0.055661,0.023237,0.007326,0.050880,0.000000,0.007685,0.002787,0.011951,0.071133,0.023531,0.003206,0.000000,0.013577,0.012079,0.000000,0.000000,0.003783,0.000000,0.000000,0.000000,0.000845,0.011450,0.000000,0.000000,0.001705,0.017554,0.003754,0.000000,0.000000,0.000000,0.000000,0.000000,0.003001,0.001311,0.000000,0.022689,0.005809,0.038535,0.026272,0.016068,0.014054,0.000000,0.004104,0.002660,0.003777,0.097132,0.005862,0.000000,0.009136,0.019853,0.004146,0.061571,0.000000,0.003186,0.000000,0.000983,0.008868,0.004798,0.019046,0.000251,0.000000,0.052823,0.001914,0.070893,0.052926,0.055725,0.011181,0.148140
Lac_Majperi,0.011041,0.004005,0.000000,0.032854,0.031100,0.030912,0.056038,0.022748,0.032730,0.013182,0.014025,0.065369,0.042139,0.052155,0.028008,0.022342,0.009502,0.001789,0.025265,0.004988,0.002987,0.000563,0.007233,0.037740,0.000000,0.031338,0.022855,0.000000,0.000000,0.065540,0.176702,0.027473,0.000000,0.142800,0.021940,0.038291,0.017027,0.000000,0.011127,0.006900,0.000000,0.001371,0.003699,0.009253,0.008021,0.029432,0.011278,0.006616,0.010698,0.016683,0.017478,0.008519,0.052775,0.007758,0.005671,0.001657,0.999854,0.086829,0.155725,0.003775,0.002688,0.000000,0.021856,0.000000,0.024930,0.021699,0.159021,0.024780,0.004340,0.004311,0.050227,0.010391,0.036518,0.024268,0.059061,0.000000,0.027808,0.005250,0.032257,0.001002,0.009136,0.000000,0.004423,0.000000,0.006408,0.003876,0.004418,0.014737,0.000000,0.000000,0.013576,0.002963,0.006356,0.005640,0.012042,0.015515,0.001970,0.001859,0.010276,0.006647,0.005699,0.016133,0.003166,0.026509,0.008078,0.010508,0.005650,0.011642,0.000000,0.006084,0.043115,0.009701,0.006365,0.035182,0.011196,0.000000,0.000000,0.032180,0.004971,0.003574,0.000000,0.004547,0.001987,0.000920,0.107239,0.002925,0.007038,0.034583,0.012610,0.038541,0.002621,0.007717,0.041047,0.009274,0.005681,0.000000,0.014027,0.037859,0.028620,0.006598,0.000000,0.015549,0.008244,0.000000,0.000000,0.005070,0.007167,0.002221,0.000000,0.000000,0.008926,0.001376,0.003296,0.000000,0.001275,0.000000,0.005542,0.000000,0.000000,0.000000,0.000000,0.027770,0.000000,0.000000,0.043951,0.004203,0.037998,0.057160,0.025419,0.000000,0.001098,0.000000,0.001780,0.000000,0.110843,0.004324,0.005468,0.007500,0.006426,0.000000,0.050473,0.000287,0.006863,0.000000,0.003379,0.017212,0.000000,0.013267,0.003971,0.000000,0.042887,0.002065,0.019357,0.030275,0.011152,0.020166,0.066415
Lac_Min,0.000000,0.071589,0.010848,0.091348,0.099797,0.106278,0.133839,0.063544,0.254179,0.136269,0.069446,0.242960,0.170245,0.191023,0.130921,0.108594,0.010530,0.036406,0.119729,0.027679,0.020518,0.013855,0.037373,0.178168,0.007976,0.148096,0.110644,0.004452,0.009534,0.233997,0.421086,0.143532,0.006274,0.146663,0.034848,0.136402,0.073186,0.092202,0.036475,0.023793,0.000000,0.005532,0.000000,0.039699,0.061166,0.210921,0.032848,0.043676,0.003655,0.112628,0.014776,0.027716,0.114986,0.031001,0.023511,0.090217,0.086829,0.999987,0.736297,0.020970,0.016408,0.075508,0.029227,0.007748,0.024536,0.100940,0.018995,0.180313,0.022461,0.000000,0.221150,0.028644,0.028397,0.096431,0.279696,0.008671,0.227372,0.017045,0.231537,0.000000,0.025078,0.011023,0.000000,0.012448,0.013082,0.030898,0.019427,0.100950,0.038160,0.031587,0.031039,0.039845,0.040995,0.013513,0.006066,0.034036,0.000000,0.005177,0.013648,0.011280,0.006414,0.026741,0.026499,0.128148,0.041065,0.051923,0.030404,0.057079,0.007681,0.032464,0.204533,0.012802,0.028803,0.030086,0.003382,0.007723,0.008199,0.050199,0.034398,0.010485,0.018540,0.007019,0.004968,0.017559,0.068424,0.056960,0.015885,0.167140,0.177001,0.071744,0.049584,0.000827,0.191843,0.019208,0.004859,0.008284,0.009927,0.214095,0.038606,0.010682,0.002128,0.002306,0.000000,0.000000,0.001780,0.000000,0.026222,0.007702,0.004795,0.000000,0.015346,0.009096,0.002450,0.001781,0.044493,0.008224,0.004640,0.016717,0.010026,0.003117,0.001951,0.005585,0.003368,0.003401,0.063924,0.020183,0.027229,0.055131,0.028471,0.005669,0.010034,0.000000,0.017030,0.000000,0.063514,0.014341,0.016834,0.031159,0.000000,0.031864,0.239076,0.002932,0.009357,0.005945,0.002852,0.021092,0.006548,0.021379,0.006115,0.002807,0.199397,0.000000,0.048768,0.077663,0.042619,0.042423,0.280904
Lac_None,0.010709,0.044014,0.011721,0.046757,0.034850,0.051007,0.143825,0.063065,0.207479,0.075029,0.066568,0.387197,0.124170,0.333610,0.108524,0.076049,0.015958,0.025717,0.098744,0.028951,0.011121,0.013848,0.011463,0.142293,0.005289,0.108350,0.123053,0.003987,0.010255,0.116123,0.317741,0.106351,0.000000,0.132184,0.046892,0.221755,0.162279,0.038372,0.028891,0.036234,0.000000,0.027628,0.000000,0.028053,0.050162,0.405486,0.024179,0.033381,0.007550,0.069793,0.025341,0.006444,0.292832,0.011535,0.063630,0.189851,0.155725,0.736297,0.999989,0.040124,0.011769,0.060297,0.008937,0.000000,0.014495,0.126939,0.062966,0.121226,0.020744,0.011787,0.259388,0.019089,0.026284,0.040279,0.204851,0.008354,0.242520,0.009109,0.217186,0.000000,0.023090,0.035667,0.009225,0.011481,0.005187,0.034088,0.028913,0.078229,0.023699,0.054261,0.034223,0.045800,0.038704,0.014384,0.015088,0.054581,0.005493,0.004644,0.011607,0.019655,0.001976,0.014481,0.021172,0.033255,0.040402,0.036682,0.015510,0.036896,0.000000,0.043318,0.155222,0.006881,0.026492,0.104289,0.006748,0.003542,0.011862,0.126882,0.027241,0.008728,0.013469,0.000000,0.003186,0.002846,0.124889,0.058381,0.023817,0.097132,0.171782,0.254079,0.069935,0.000000,0.154610,0.011491,0.001997,0.010966,0.005517,0.220594,0.029651,0.056979,0.014263,0.004843,0.007559,0.000000,0.001918,0.000000,0.022941,0.009133,0.000000,0.000000,0.025184,0.001443,0.007262,0.004170,0.024893,0.005793,0.014637,0.031757,0.004855,0.000000,0.010763,0.003125,0.008761,0.001573,0.058216,0.026126,0.019753,0.033247,0.047019,0.023819,0.019675,0.001753,0.021066,0.000000,0.127058,0.009911,0.029070,0.003463,0.005163,0.042272,0.137070,0.001695,0.055374,0.000000,0.036330,0.020746,0.008750,0.000000,0.012311,0.008264,0.155553,0.000000,0.076481,0.056428,0.066351,0.031157,0.459690
Lac_Other,0.004103,0.007394,0.000000,0.013998,0.022398,0.023012,0.059285,0.000000,0.021117,0.012145,0.033583,0.028046,0.021117,0.000000,0.005758,0.004282,0.002485,0.001101,0.005723,0.000000,0.000000,0.000532,0.000000,0.009271,0.004602,0.007460,0.005150,0.008008,0.003178,0.025680,0.024518,0.010324,0.000000,0.045906,0.000000,0.063254,0.033190,0.013873,0.003190,0.000000,0.010279,0.000000,0.018395,0.028696,0.015008,0.037799,0.001674,0.000000,0.001533,0.007349,0.001433,0.001599,0.037236,0.020381,0.000000,0.005116,0.003775,0.020970,0.040124,0.997905,0.000000,0.003820,0.012959,0.000000,0.008235,0.004043,0.010234,0.012570,0.000000,0.000000,0.011552,0.000000,0.006302,0.005270,0.014991,0.002609,0.010653,0.000000,0.021967,0.000000,0.001327,0.000000,0.003172,0.000000,0.000000,0.000000,0.000000,0.007869,0.000000,0.003436,0.008282,0.000000,0.000000,0.002120,0.007354,0.002387,0.000000,0.001838,0.009068,0.000000,0.000000,0.002524,0.000000,0.006208,0.000000,0.000000,0.000000,0.000000,0.004818,0.000000,0.010760,0.000000,0.000000,0.020750,0.000000,0.000000,0.000000,0.036721,0.000000,0.000000,0.000000,0.001230,0.000000,0.000897,0.012991,0.004952,0.000000,0.038458,0.018192,0.034975,0.002058,0.000000,0.010174,0.000000,0.001931,0.000000,0.000000,0.012358,0.006835,0.000000,0.000000,0.011186,0.000000,0.000000,0.007402,0.022648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001410,0.008941,0.000000,0.000000,0.003502,0.000000,0.000000,0.000000,0.003939,0.000000,0.002207,0.058413,0.000000,0.015366,0.026988,0.003422,0.002216,0.000000,0.003262,0.002228,0.000000,0.015081,0.000000,0.000000,0.000000,0.000000,0.005946,0.012656,0.002763,0.000000,0.002609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010666,0.000000,0.014701,0.012495,0.011400,0.004220,0.075766
