,transfus_yes,trans_loss,Accrete,AdmBishop,Admcervpos,Admconsistency,Admcontract,AdmDBP,Admefface,Admpresent,AdmSBP,Analgesia,Augment,BESTGA,breech,breech9,chorio,chorio9,CS_Breech,CS_Chorio,CS_Emerg,CS_Fforceps,CS_Finduct,CS_FTP,CS_FVBAC,CS_NRFHT,CS_Other,CS_Shoulder,Dehiscence,Delfetalpos,Delmode,Dilat_lst,eclamp,Episiotomy,FSE,GAmethod,HosEpiNurse,HosEpitype,Hyp_any,Hyp_calc,Hyp_clon,Hyp_hydr,Hyp_othr,Ind_Unkn,Induction,Inoxy_incrdose,intra_abruptio,intra_previa,Intrachorio,Intrafetdistress,Intrafever,IntraMgSO,Intratocolytix,IUPC,Lac_Cerv,Lac_Majoth,Lac_Majperi,Lac_Min,Lac_None,Lac_Other,M_pre,Malpresentation9,Meconium,Momseizure,MthInd_AROM,MthInd_Oxy,Operative,Presentdel,Prolapse,ROM,ROMmeth,SE_pre,Shoulder,spontlabor,TrialLabor,Urupture,vertex,Activeherpes,Admreason,Alcohol,Anteabruption,Anteanemia,Anteasthma,Antebleed3,AnteCHBP,Antechorio,Antefetaldth,Antefetdistress,AnteGBS,AnteGDM,Antehospital,AnteLGA,Anteprevia,AnteSGA,AnteSTD,Antesteroid,Antethrombo,Antethyroid,AnteUTI,ART,Cerclage,ChronicHBP,CPD,CS_Elect,CS_Fetanom,CS_Fetmac,CS_HIV,CS_HTNdis,CS_HxShoulder,CS_Mult,CS_UScar,depression_comb,Diabetes,DMControl,Druguse,Eclampsia,ECV,Education,gest_diab,gest_htn,GestHBP,GI_disease_comb,gi_disease9,Heart_disease_comb,high_Gravidity,high_height,HIV,HospElectCS,HospElectInd,Hostype,Hxanemia,Hxasthma,Hxcsection,Hxdepression,HxGIdis,Hxheartdis,Hxmacrosomia,HxnumCS,Hxpreterm,Hxrenaldis,Hxseizure,HxSTD,Hxstillbirth,Hxthyroid,Hyp_ace,Hyp_alpha,Hyp_beta,Hyp_meth,hypertyro,iatro_hypo,ImposedPE,Incompetence,Ind_anomaly,Ind_Chorio,Ind_elect,Ind_FComp,Ind_Fmacro,Ind_HTN,Ind_Hxfetal,Ind_HxMat,Ind_Mcond,Ind_Postdate,Ind_Still,Ind_Vbleed,Insurance,iufd9,Marital,momrace_new,MthInd_Mec,MthInd_Miso,MthInd_PGE2,no_TD,Oligo,other_TD,Parity,Polyhydramnios,PostHBP,pre_diab,pre_PROM,Preeclampsia,prelaborCD,prim_hypo,renal_disease_comb,renal_disease9,Rhincompat,Smoke,TD_nos,ThreatenedPB,threatpb9,UnspecHBP,uscar,version9,new_age,new_BMI,new_high_Age,new_high_BMI,Sitenum
Ind_elect,0.162926,0.156564,0.019702,0.283217,0.230381,0.230076,0.295316,0.110368,0.315819,0.146679,0.134448,0.207158,0.271377,0.327091,0.051985,0.046499,0.042908,0.042277,0.039115,0.000000,0.000000,0.000000,0.000000,0.037451,0.000000,0.060923,0.049855,0.005417,0.000000,0.246952,0.186075,0.171298,0.008825,0.149704,0.077821,0.164570,0.133495,0.050486,0.048090,0.023508,0.000000,0.007190,0.000000,0.110851,0.520571,0.270560,0.036581,0.046305,0.039018,0.057329,0.068930,0.086046,0.286368,0.038859,0.000000,0.017476,0.004066,0.063083,0.004748,0.000000,0.063802,0.014307,0.070526,0.008047,0.649404,0.581336,0.052225,0.119546,0.000000,0.057902,0.225471,0.033896,0.021351,0.416313,0.171164,0.000000,0.079942,0.018997,0.543455,0.000000,0.015355,0.026237,0.000000,0.023164,0.036763,0.017071,0.027554,0.063129,0.018567,0.031598,0.059271,0.015317,0.045515,0.034361,0.045880,0.060881,0.012060,0.021565,0.020265,0.000000,0.016099,0.048255,0.000000,0.052859,0.014425,0.020384,0.008825,0.036254,0.000000,0.008825,0.104221,0.000000,0.046870,0.252618,0.035282,0.000000,0.034444,0.214838,0.046071,0.035428,0.040220,0.025204,0.010214,0.027918,0.118612,0.081788,0.018997,0.266097,0.188628,0.221301,0.088122,0.014490,0.114606,0.005149,0.021523,0.014497,0.021455,0.114883,0.045767,0.000000,0.008498,0.043539,0.025247,0.013248,0.005417,0.000000,0.031593,0.000627,0.000000,0.000000,0.034501,0.009557,0.000000,0.000000,0.999554,0.062451,0.015000,0.069091,0.000000,0.000000,0.061636,0.073425,0.013585,0.000000,0.131687,0.021368,0.172963,0.212367,0.060932,0.022502,0.123246,0.018970,0.053061,0.000000,0.164462,0.008020,0.047340,0.042366,0.084809,0.074456,0.127970,0.000000,0.000000,0.000000,0.000000,0.032540,0.040720,0.079468,0.000000,0.027554,0.117664,0.019193,0.114612,0.123542,0.082325,0.049212,0.293379
Ind_FComp,0.026864,0.022416,0.000000,0.097450,0.048159,0.029536,0.054913,0.000000,0.073469,0.024881,0.000000,0.098188,0.108786,0.000000,0.014445,0.017607,0.000000,0.000000,0.007806,0.000000,0.000000,0.010293,0.000000,0.051759,0.010293,0.045281,0.013530,0.026225,0.010293,0.047494,0.058753,0.091481,0.023760,0.036152,0.065585,0.055685,0.047151,0.029951,0.015564,0.000000,0.000000,0.000000,0.000000,0.048640,0.235666,0.026419,0.000000,0.008890,0.000000,0.081046,0.000000,0.005402,0.046747,0.079758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020366,0.000000,0.206942,0.235761,0.023222,0.023995,0.000000,0.005722,0.033649,0.000000,0.000000,0.188071,0.076497,0.010922,0.025262,0.000000,0.223077,0.000000,0.011566,0.008890,0.010953,0.000000,0.000000,0.000000,0.004570,0.049680,0.000000,0.014991,0.017322,0.003342,0.001571,0.265626,0.018220,0.000000,0.000000,0.000000,0.021588,0.000000,0.002622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011103,0.015811,0.000000,0.054729,0.000000,0.000000,0.027684,0.000000,0.018894,0.000000,0.021501,0.007637,0.000000,0.000000,0.015483,0.000000,0.000000,0.040466,0.010473,0.000000,0.000000,0.074019,0.031120,0.003611,0.015850,0.055309,0.000000,0.019601,0.000000,0.000000,0.052198,0.002122,0.000000,0.011595,0.015622,0.000000,0.000000,0.026225,0.000000,0.000416,0.000000,0.000000,0.000000,0.000416,0.000000,0.000000,0.000000,0.062451,0.998238,0.000000,0.010376,0.000000,0.000000,0.000000,0.009008,0.000000,0.000000,0.020379,0.000000,0.000000,0.017632,0.098501,0.092998,0.157844,0.000000,0.342768,0.000000,0.049899,0.000000,0.005252,0.006409,0.021234,0.019947,0.056601,0.000000,0.000000,0.000000,0.000000,0.023083,0.000000,0.000000,0.000000,0.000000,0.055025,0.000000,0.053102,0.109512,0.032992,0.029661,0.107624
Ind_Fmacro,0.000000,0.000000,0.002707,0.049383,0.012120,0.023034,0.000000,0.000000,0.040643,0.000000,0.000000,0.029349,0.019056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022013,0.023357,0.050044,0.001826,0.055524,0.050044,0.000000,0.000000,0.088864,0.050044,0.012189,0.030114,0.016665,0.014736,0.000000,0.014314,0.014714,0.000000,0.007913,0.000000,0.000000,0.000000,0.016172,0.000000,0.008607,0.074656,0.027172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017790,0.006011,0.000000,0.000000,0.000000,0.000000,0.023357,0.000000,0.000000,0.000000,0.015433,0.074421,0.080313,0.000000,0.000000,0.008761,0.000000,0.022373,0.000000,0.000000,0.058166,0.020479,0.016961,0.008395,0.003992,0.076484,0.000000,0.000000,0.009882,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023717,0.000000,0.048845,0.000000,0.000000,0.000000,0.000000,0.005537,0.015345,0.000000,0.008299,0.000000,0.000000,0.023357,0.000000,0.002707,0.000000,0.014736,0.000000,0.062068,0.014736,0.011645,0.012949,0.000000,0.018694,0.000000,0.023357,0.000000,0.007941,0.016775,0.000000,0.000000,0.016979,0.013452,0.000000,0.000000,0.005319,0.003992,0.012329,0.025442,0.000000,0.000000,0.000000,0.012158,0.014629,0.019337,0.000000,0.032134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032472,0.088864,0.000000,0.000000,0.019718,0.016961,0.019718,0.000000,0.000000,0.020808,0.037767,0.015000,0.000000,0.983821,0.000000,0.026616,0.037767,0.026841,0.000000,0.010191,0.034015,0.000000,0.000000,0.022613,0.000000,0.019362,0.025422,0.060066,0.030684,0.000000,0.017809,0.000000,0.057791,0.000000,0.000000,0.003600,0.000000,0.012495,0.011060,0.000000,0.026616,0.026902,0.000000,0.010114,0.000000,0.020808,0.000000,0.012740,0.015433,0.000000,0.000000,0.008876,0.003405,0.027994
Ind_HTN,0.061622,0.062213,0.000000,0.099751,0.044665,0.077244,0.096975,0.265139,0.122891,0.000000,0.267109,0.079118,0.115231,0.093362,0.026349,0.028667,0.000000,0.000000,0.018005,0.000000,0.000000,0.007650,0.081360,0.065220,0.007650,0.008266,0.000000,0.023280,0.007650,0.041677,0.085939,0.133666,0.057666,0.037660,0.080174,0.028211,0.031841,0.035315,0.091202,0.024714,0.000000,0.087566,0.000000,0.053960,0.259603,0.075084,0.005821,0.013365,0.000000,0.036736,0.030803,0.261766,0.074645,0.114173,0.000000,0.000000,0.000000,0.015570,0.036131,0.000000,0.256620,0.004547,0.000000,0.059634,0.170056,0.241331,0.038010,0.041370,0.000000,0.012681,0.051042,0.105493,0.000000,0.207271,0.084509,0.007097,0.056391,0.000000,0.227285,0.000000,0.020002,0.018070,0.040569,0.000000,0.133176,0.000000,0.000000,0.000000,0.000000,0.009776,0.001409,0.000000,0.014390,0.000000,0.009048,0.000000,0.000000,0.021013,0.019580,0.000000,0.000000,0.116226,0.000000,0.003129,0.000000,0.000000,0.000000,0.049752,0.013329,0.000000,0.057008,0.000000,0.006117,0.022610,0.000000,0.050182,0.000000,0.018259,0.005545,0.359163,0.455781,0.015652,0.000000,0.000000,0.088269,0.000000,0.000000,0.013497,0.034636,0.017683,0.015696,0.030776,0.068553,0.005414,0.020037,0.000000,0.000000,0.077021,0.022444,0.016093,0.000000,0.030940,0.000000,0.022410,0.023280,0.000000,0.052517,0.011118,0.000000,0.000000,0.118856,0.000000,0.000000,0.000000,0.069091,0.010376,0.000000,0.998529,0.000000,0.000000,0.047194,0.009518,0.000000,0.000000,0.021888,0.000000,0.032215,0.042918,0.135880,0.168280,0.086484,0.013661,0.015445,0.000000,0.104984,0.008566,0.133680,0.000000,0.034886,0.323009,0.062677,0.019977,0.014517,0.000000,0.000000,0.009491,0.000000,0.000000,0.000000,0.260745,0.069956,0.000000,0.080322,0.023214,0.052764,0.030795,0.096797
Ind_Hxfetal,0.000000,0.000000,0.021425,0.042107,0.000000,0.006140,0.000000,0.000000,0.023922,0.000000,0.000000,0.000000,0.000000,0.030085,0.013299,0.000000,0.000000,0.000000,0.000000,0.046121,0.048350,0.095276,0.021081,0.000000,0.095276,0.000000,0.000000,0.166174,0.095276,0.000000,0.000000,0.000000,0.034654,0.000000,0.000000,0.000000,0.005703,0.008972,0.000000,0.017856,0.000000,0.036813,0.000000,0.000000,0.038435,0.017231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023736,0.000000,0.000000,0.000000,0.000000,0.048350,0.000000,0.000000,0.000000,0.035693,0.050329,0.038649,0.000000,0.000000,0.026616,0.000000,0.010382,0.007987,0.005323,0.027719,0.000000,0.038026,0.000000,0.022145,0.040300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016196,0.014549,0.000000,0.000000,0.000000,0.000000,0.014742,0.000000,0.000000,0.000000,0.000000,0.023318,0.023536,0.000000,0.026086,0.020107,0.000000,0.048350,0.000000,0.021425,0.020747,0.034654,0.008383,0.117097,0.034654,0.000000,0.000000,0.000000,0.024984,0.000000,0.048350,0.016878,0.005758,0.000000,0.000000,0.000000,0.007856,0.032782,0.000000,0.018425,0.007798,0.022145,0.015883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009736,0.013097,0.000000,0.000000,0.019321,0.013802,0.007856,0.000000,0.011327,0.027354,0.166174,0.000000,0.007594,0.042382,0.038026,0.042382,0.007594,0.020747,0.044147,0.073283,0.000000,0.000000,0.026616,0.000000,0.944391,0.073283,0.000000,0.000000,0.028360,0.066661,0.000000,0.019800,0.013115,0.000000,0.000000,0.000000,0.000000,0.018278,0.000000,0.039347,0.003870,0.018649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013097,0.053845,0.015140,0.000000,0.000000,0.000000,0.044147,0.014549,0.000000,0.035693,0.000000,0.000000,0.000000,0.000000,0.000000
Ind_HxMat,0.000000,0.000000,0.031248,0.000000,0.008317,0.007969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004349,0.000000,0.063094,0.066029,0.128405,0.030823,0.000000,0.128405,0.000000,0.000000,0.223250,0.128405,0.000000,0.000000,0.000000,0.048099,0.000000,0.000000,0.004490,0.011839,0.000000,0.007524,0.026890,0.000000,0.050906,0.000000,0.000000,0.027099,0.024604,0.000000,0.008392,0.003999,0.000000,0.000000,0.000000,0.000000,0.000000,0.034130,0.006803,0.005241,0.000000,0.000000,0.066029,0.000000,0.000000,0.000000,0.049449,0.016124,0.008138,0.012970,0.000000,0.037767,0.000000,0.000000,0.016075,0.013878,0.017360,0.000000,0.052487,0.000000,0.032142,0.021672,0.004176,0.006730,0.000000,0.000000,0.007164,0.010672,0.024912,0.022994,0.000000,0.000000,0.000000,0.000000,0.023217,0.011078,0.010672,0.000000,0.000000,0.033606,0.001459,0.000000,0.037094,0.029624,0.004263,0.066029,0.000000,0.031248,0.030411,0.048099,0.016443,0.157562,0.048099,0.000000,0.000000,0.007092,0.000000,0.007524,0.066029,0.025720,0.000882,0.000000,0.000000,0.000000,0.015955,0.045675,0.010353,0.000000,0.014262,0.032142,0.000000,0.015866,0.000000,0.000000,0.000000,0.000000,0.000000,0.017761,0.021348,0.006072,0.000000,0.000000,0.022141,0.015955,0.000000,0.019413,0.006293,0.223250,0.000000,0.015718,0.058184,0.052487,0.058184,0.015718,0.030411,0.060500,0.099082,0.000000,0.000000,0.037767,0.000000,0.073283,0.899941,0.000000,0.000000,0.039989,0.090276,0.000000,0.029248,0.023706,0.000000,0.006146,0.000000,0.000000,0.000000,0.003629,0.054210,0.000000,0.027846,0.010118,0.010275,0.000000,0.000000,0.000000,0.011578,0.021348,0.073283,0.023677,0.000000,0.010914,0.000000,0.060500,0.022994,0.000000,0.049449,0.000000,0.142333,0.000000,0.028280,0.014777
Ind_Mcond,0.018856,0.013948,0.000000,0.075713,0.036039,0.045929,0.076674,0.052210,0.121910,0.024218,0.043746,0.077605,0.111952,0.044825,0.026077,0.024325,0.012143,0.000000,0.022543,0.000000,0.000000,0.010621,0.006304,0.053569,0.010621,0.000000,0.000000,0.026623,0.010621,0.041494,0.056616,0.099042,0.000000,0.034023,0.038994,0.087909,0.078258,0.016152,0.005391,0.000000,0.000000,0.000000,0.000000,0.047986,0.232733,0.058084,0.010882,0.014032,0.000000,0.000000,0.000000,0.017356,0.054121,0.070668,0.000000,0.003913,0.000000,0.016277,0.007245,0.000000,0.010447,0.008636,0.016047,0.000000,0.148914,0.179402,0.017255,0.000000,0.000000,0.013622,0.088015,0.052415,0.011138,0.185718,0.075513,0.000000,0.025998,0.000000,0.168783,0.008839,0.004148,0.020990,0.000000,0.000000,0.101287,0.009545,0.003052,0.000000,0.000000,0.130413,0.026798,0.006144,0.010355,0.000000,0.000000,0.000000,0.042343,0.000000,0.005629,0.026049,0.000000,0.085300,0.000000,0.013687,0.000000,0.000000,0.000000,0.000000,0.016138,0.000000,0.051994,0.000000,0.133662,0.204298,0.000000,0.000000,0.000000,0.018724,0.139937,0.053475,0.048159,0.000000,0.000000,0.057809,0.000000,0.012316,0.000000,0.049099,0.050990,0.026864,0.012140,0.007205,0.054218,0.000000,0.003750,0.063076,0.000000,0.077146,0.000000,0.000000,0.000000,0.003238,0.000000,0.008404,0.026623,0.000000,0.000000,0.032510,0.011378,0.014955,0.051244,0.000000,0.000000,0.062708,0.061636,0.000000,0.026841,0.047194,0.000000,0.000000,0.998196,0.009179,0.000000,0.031228,0.025585,0.000000,0.026865,0.023361,0.108354,0.077177,0.066338,0.000000,0.029696,0.000000,0.020435,0.000000,0.000000,0.122252,0.000000,0.000000,0.055854,0.000000,0.000000,0.000000,0.000000,0.010624,0.000000,0.000000,0.016295,0.015692,0.055564,0.000000,0.070162,0.104537,0.041209,0.063695,0.116787
Ind_Postdate,0.015895,0.008148,0.000000,0.121804,0.073249,0.077711,0.087367,0.000000,0.125514,0.000000,0.000000,0.042919,0.126409,0.510790,0.039678,0.034067,0.016420,0.027249,0.032946,0.000000,0.000000,0.005844,0.036119,0.089161,0.005844,0.026623,0.000000,0.021594,0.005844,0.046227,0.083966,0.156767,0.000000,0.005757,0.047193,0.054612,0.051404,0.000000,0.017179,0.005109,0.000000,0.000000,0.000000,0.057426,0.275278,0.045124,0.020893,0.020088,0.011687,0.041563,0.049842,0.040768,0.025705,0.091249,0.000000,0.002717,0.036382,0.002946,0.000000,0.000000,0.018157,0.000000,0.060013,0.000000,0.161953,0.194114,0.019602,0.035171,0.000000,0.029128,0.060844,0.015661,0.004708,0.219838,0.089744,0.000000,0.033214,0.000000,0.243970,0.000000,0.022172,0.016282,0.000000,0.013509,0.000000,0.000000,0.009031,0.017930,0.024913,0.013806,0.021015,0.000000,0.016493,0.017047,0.000000,0.029917,0.000000,0.000000,0.010888,0.000000,0.000000,0.009446,0.013558,0.000000,0.000000,0.000000,0.000000,0.008884,0.011844,0.000000,0.061050,0.005348,0.025552,0.016383,0.000000,0.000000,0.000000,0.028503,0.017615,0.000000,0.000000,0.003475,0.000000,0.000000,0.089771,0.015832,0.000000,0.017957,0.000000,0.015913,0.000000,0.000000,0.066731,0.000000,0.009799,0.000000,0.015224,0.063731,0.047118,0.000000,0.000000,0.000000,0.003201,0.000000,0.021594,0.000000,0.009973,0.000000,0.000000,0.000000,0.009973,0.000000,0.000000,0.000000,0.073425,0.009008,0.000000,0.009518,0.000000,0.000000,0.009179,0.998681,0.000000,0.000000,0.000000,0.000909,0.015861,0.000000,0.156362,0.170702,0.084457,0.000000,0.000000,0.000000,0.105177,0.000000,0.000000,0.021976,0.047146,0.018514,0.066640,0.003320,0.000000,0.000000,0.000000,0.000000,0.000000,0.042618,0.000000,0.000000,0.068287,0.000000,0.046033,0.000000,0.034940,0.009389,0.070841
Ind_Still,0.000000,0.000000,0.005130,0.010119,0.023957,0.041484,0.037614,0.125476,0.040661,0.042313,0.074619,0.083832,0.024048,0.311373,0.016248,0.013034,0.016349,0.000000,0.000000,0.023587,0.024978,0.052844,0.004673,0.004836,0.052844,0.000000,0.000000,0.093601,0.052844,0.054801,0.025088,0.077236,0.016122,0.000000,0.011877,0.074849,0.018058,0.017779,0.000000,0.000000,0.000000,0.017583,0.000000,0.007030,0.070809,0.054387,0.095267,0.000000,0.019193,0.001678,0.028293,0.011141,0.048733,0.020888,0.007652,0.000000,0.000000,0.000000,0.000000,0.024978,0.000000,0.000000,0.000000,0.016829,0.000000,0.035355,0.000000,0.053297,0.010191,0.000000,0.021382,0.000000,0.000000,0.055003,0.018949,0.018389,0.031217,0.005997,0.050947,0.000000,0.022309,0.000000,0.000000,0.006714,0.000000,0.000000,0.483570,0.000000,0.005668,0.000000,0.018727,0.000000,0.000000,0.000000,0.015778,0.000000,0.007241,0.000000,0.000000,0.009751,0.003101,0.000000,0.024978,0.000000,0.005130,0.004192,0.016122,0.000000,0.065456,0.016122,0.010219,0.000000,0.036513,0.052834,0.023405,0.024978,0.000000,0.030335,0.000000,0.000000,0.000000,0.000000,0.014823,0.000000,0.000000,0.000000,0.005997,0.049946,0.058686,0.048142,0.000000,0.004898,0.010109,0.000000,0.000000,0.000000,0.000000,0.000000,0.012238,0.000000,0.000000,0.020971,0.000000,0.000000,0.093601,0.000000,0.000000,0.021219,0.018389,0.021219,0.000000,0.004192,0.022343,0.039989,0.013585,0.000000,0.010191,0.000000,0.028360,0.039989,0.000000,0.000000,0.982093,0.036069,0.038150,0.393317,0.033227,0.041701,0.000000,0.050807,0.000000,0.000000,0.000000,0.019257,0.000000,0.000000,0.027401,0.027659,0.000000,0.000000,0.011081,0.000000,0.000000,0.028360,0.000000,0.026072,0.000000,0.000000,0.022343,0.000000,0.010718,0.016829,0.000000,0.074557,0.008110,0.025350,0.083007
Ind_Vbleed,0.006960,0.005571,0.027968,0.000000,0.007548,0.000000,0.000000,0.000000,0.090115,0.000000,0.000000,0.057937,0.000000,0.480245,0.020731,0.000000,0.000000,0.000000,0.000000,0.057321,0.060012,0.117085,0.027572,0.000000,0.117085,0.020119,0.000000,0.203729,0.117085,0.057755,0.006510,0.000000,0.043546,0.000000,0.000000,0.033760,0.000000,0.000000,0.004277,0.023900,0.000000,0.046128,0.000000,0.000000,0.030332,0.032644,0.092670,0.005443,0.000000,0.015151,0.000000,0.017110,0.053197,0.000000,0.030646,0.003138,0.000000,0.000000,0.000000,0.060012,0.000000,0.000000,0.000000,0.044787,0.000000,0.026125,0.000000,0.023032,0.034015,0.000000,0.000000,0.013598,0.011418,0.020420,0.000000,0.047581,0.030834,0.028800,0.053085,0.033602,0.003007,0.012093,0.019229,0.065956,0.008084,0.022045,0.020236,0.000000,0.000000,0.000000,0.000000,0.020447,0.008522,0.008084,0.000000,0.000000,0.030159,0.000000,0.000000,0.033392,0.026455,0.000000,0.060012,0.000000,0.027968,0.027188,0.043546,0.013958,0.143729,0.043546,0.000000,0.020190,0.003623,0.000000,0.004277,0.060012,0.022804,0.000000,0.000000,0.000000,0.000000,0.013480,0.041313,0.007735,0.000000,0.000000,0.028800,0.011748,0.036494,0.013346,0.000000,0.013642,0.000000,0.021406,0.015239,0.018676,0.001474,0.000000,0.000000,0.019429,0.013480,0.000000,0.016830,0.002097,0.203729,0.000000,0.013248,0.052815,0.047581,0.052815,0.013248,0.027188,0.054940,0.090276,0.000000,0.000000,0.034015,0.000000,0.066661,0.090276,0.031228,0.000000,0.036069,0.916610,0.042994,0.026104,0.015378,0.000000,0.001705,0.000000,0.000000,0.000000,0.000000,0.049165,0.000000,0.024795,0.007475,0.007649,0.000000,0.000000,0.000000,0.009055,0.018676,0.066661,0.020881,0.015230,0.008346,0.000000,0.054940,0.020236,0.000000,0.044787,0.000000,0.000000,0.000000,0.000000,0.041840
Insurance,0.259707,0.261570,0.012405,0.136139,0.195150,0.200495,0.214862,0.118888,0.113634,0.065533,0.125681,0.166664,0.111549,0.234900,0.016117,0.000000,0.061090,0.061360,0.000000,0.098643,0.067945,0.000000,0.053181,0.046476,0.000000,0.052613,0.015702,0.000000,0.000000,0.158329,0.059840,0.039392,0.000000,0.133369,0.060429,0.178693,0.224457,0.097999,0.016464,0.000000,0.000000,0.000000,0.000000,0.259486,0.066568,0.205201,0.079906,0.032081,0.061336,0.077024,0.053001,0.072108,0.199573,0.050006,0.000000,0.008153,0.041786,0.050766,0.050990,0.072422,0.006180,0.028230,0.061126,0.023124,0.161183,0.037716,0.029992,0.065452,0.036679,0.057126,0.036272,0.070636,0.000000,0.096645,0.066381,0.000000,0.058274,0.021669,0.062732,0.034727,0.034381,0.074785,0.057692,0.053648,0.068487,0.053358,0.037560,0.047537,0.014573,0.000000,0.160343,0.022486,0.030695,0.023845,0.126513,0.055267,0.023930,0.073648,0.089428,0.016331,0.000000,0.079551,0.037816,0.100230,0.000000,0.000000,0.004528,0.023584,0.000000,0.000000,0.058146,0.052229,0.051412,0.173338,0.136485,0.000000,0.000000,0.196879,0.000000,0.023536,0.040267,0.040404,0.000000,0.035912,0.021837,0.068599,0.069519,0.213159,0.122472,0.344627,0.061255,0.063581,0.072904,0.047057,0.046803,0.058473,0.040896,0.049331,0.048223,0.039145,0.037274,0.123002,0.057298,0.049403,0.000000,0.000000,0.008446,0.000000,0.016339,0.000000,0.057622,0.000000,0.022222,0.012882,0.131687,0.020379,0.000000,0.021888,0.000000,0.000000,0.025585,0.000000,0.038150,0.042994,1.000000,0.023629,0.246994,0.215131,0.048386,0.044867,0.036654,0.058345,0.025807,0.000000,0.044806,0.000000,0.045867,0.048321,0.027908,0.047000,0.100708,0.037459,0.042517,0.000000,0.008975,0.184071,0.054673,0.038050,0.000000,0.013965,0.070823,0.000000,0.142180,0.044355,0.095706,0.022890,0.421702
iufd9,0.031212,0.028990,0.000000,0.020243,0.035180,0.042317,0.067280,0.198693,0.068081,0.088576,0.152500,0.092476,0.024460,0.453280,0.060899,0.062052,0.015407,0.007231,0.000000,0.015748,0.016947,0.039399,0.026560,0.000000,0.039399,0.007273,0.000000,0.070994,0.039399,0.073152,0.000000,0.069633,0.008781,0.000000,0.031961,0.041046,0.015392,0.000000,0.034036,0.000000,0.000000,0.010261,0.000000,0.000000,0.028831,0.055599,0.136716,0.000000,0.018649,0.000000,0.000000,0.003264,0.053322,0.022254,0.000000,0.000000,0.000000,0.035318,0.029863,0.016947,0.000000,0.000000,0.000000,0.009510,0.023797,0.000000,0.000000,0.114775,0.000000,0.000000,0.037661,0.000000,0.000000,0.029757,0.000000,0.011043,0.086814,0.000000,0.072991,0.018836,0.102299,0.000000,0.000000,0.000000,0.000000,0.000000,0.714381,0.000000,0.019253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016947,0.000000,0.000000,0.000000,0.008781,0.000000,0.049235,0.008781,0.000000,0.000000,0.000000,0.041458,0.044416,0.016947,0.000000,0.057831,0.000000,0.000000,0.000000,0.000000,0.007363,0.000000,0.000000,0.000000,0.000000,0.046075,0.051747,0.045098,0.005155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010218,0.000000,0.000000,0.000000,0.000000,0.000000,0.070994,0.000000,0.024606,0.013660,0.011043,0.013660,0.000000,0.000000,0.014660,0.029248,0.021368,0.000000,0.000000,0.000000,0.019800,0.029248,0.000000,0.000909,0.393317,0.026104,0.023629,0.989534,0.101650,0.050013,0.000000,0.050580,0.000000,0.000000,0.000000,0.011864,0.000000,0.000000,0.015684,0.015927,0.000000,0.000000,0.000000,0.000000,0.000000,0.019800,0.000000,0.035598,0.000000,0.000000,0.014660,0.000000,0.000000,0.009510,0.028473,0.091636,0.018493,0.043401,0.066434
